Source_File,Source_Format,ID,Latitude,Longitude,Driver_primary_code,Driver_primary,Confidence_primary,Driver_secondary,Confidence_secondary,Region,Region_code,Tags,Notes,Country_Filter,Country_Filter_Source,Active_learning,Noise
training_2001_2025_v1_3.csv,csv,8750,53.68499923851357,82.74500100710607,4,Logging,High,Wildfire,High,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8751,53.6949987913517,47.26499964879094,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8752,53.69499875647801,91.63499929090356,4,Logging,Medium,,Not applicable,Asia,5,Not applicable,selective logging,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8753,53.69499877424485,91.95499999522268,4,Logging,High,Settlements & infrastructure,Medium,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8754,53.69499877450661,125.7649989100561,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8755,53.71500003871399,42.484999379852376,4,Logging,Low,,Not applicable,Asia,5,Not applicable,no way to tell because loss was really early,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8756,53.71500005155599,87.81499893821989,6,Settlements & infrastructure,High,,Not applicable,Asia,5,Not applicable,industrial infrastructure,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8757,53.72499960390513,104.5749984704475,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8758,53.75500042346308,81.38499969965977,7,Other natural disturbances,Low,,Not applicable,Asia,5,Not applicable,flooded wetland,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8759,53.75500042316488,126.49499832451716,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8760,53.76499997817386,35.195000111638585,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8761,53.794998557974296,82.72499973901975,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8762,53.81499988489629,57.23500112471003,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8763,53.81499984297619,133.58500023992218,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8764,53.82499938433365,64.25499963648471,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8765,53.82499939571935,89.03500003528454,8,Noise/non-forest,Medium,,Not applicable,Asia,5,Not applicable,noise,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8766,53.835001168097655,86.74499969356103,2,Hard commodities,High,,Not applicable,Asia,5,Mining,coal mining,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8767,53.8850010744063,42.05499935976712,4,Logging,Medium,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8768,53.88500103681119,58.32500167875707,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8769,53.885001072136504,86.70499936469352,2,Hard commodities,High,,Not applicable,Asia,5,Mining,coal mining,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8770,53.88500105957499,99.45500061380972,5,Wildfire,Low,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8771,53.89500060852682,103.66499845537024,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8772,53.895000573507424,111.98499880288333,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8773,53.90500014926582,48.39499832290767,2,Hard commodities,High,Settlements & infrastructure,Medium,Asia,5,Mining,quartz sand mining,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8774,53.905000135391525,48.75499938440637,4,Logging,Low,,Not applicable,Asia,5,Not applicable,loss too early to confirm,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8775,53.90500011595981,100.00499953555492,4,Logging,Medium,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8776,53.90500014039152,126.19499893822945,1,Permanent agriculture,Low,,Not applicable,Asia,5,Agriculture,looks like maybe a pasture but unclear,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8777,53.90500012916961,157.70500019479277,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8778,53.914999668988344,57.495000174909094,2,Hard commodities,Medium,,Not applicable,Asia,5,Mining,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8779,53.92499918956981,57.75499919559281,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8780,53.92499921458109,119.50500070845636,2,Hard commodities,High,Wildfire,High,Asia,5,Mining,gold mining,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8781,53.93499870653514,46.40499955679352,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8782,53.935000941898885,81.54499896506974,6,Settlements & infrastructure,Medium,,Not applicable,Asia,5,Not applicable," a line cut along a border between two regions but not all the way. t looks like clearings I would expect to see with power lines, but in the imagery I don't see any evidence of powerlines. If it's just to demarcate a political boundary, it doesn't really fit in a clear category... maybe urbanization? ",Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8783,53.945000491016856,92.15499962298004,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8784,53.94500048439436,124.75499913821504,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8785,53.95500000888805,85.33499849273296,7,Other natural disturbances,Low,,Not applicable,Asia,5,Not applicable,loss was early in time series and no imagery to tell what's going on,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8786,54.03500075104475,86.61500129362865,2,Hard commodities,High,Noise/non-forest,High,Asia,5,Mining,coal mining,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8787,54.035000776275474,90.16499869600456,2,Hard commodities,High,,Not applicable,Asia,5,Mining,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8788,54.05499980441221,110.214998754769,8,Noise/non-forest,High,,Not applicable,Asia,5,Not applicable,non-forest,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8789,54.10499974808193,134.39500039057816,5,Wildfire,Medium,,Not applicable,Asia,5,Not applicable,"from wayback imagery, for 2012 and earlier loss it looks like there was a fire and then fallen burned trees. For 2015 I'm actually not sure-- there is a clearcut, but the shape is there before 2015 and in the latest wayback it kind of looks like there could have been a fire there as well? But hard to verify?",Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8790,54.14500007053878,36.42500082254125,4,Logging,Medium,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8791,54.15499962432354,87.20499834519116,2,Hard commodities,High,,Not applicable,Asia,5,Mining,coal mining,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8792,54.154999648826006,90.71499980600088,4,Logging,Medium,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8793,54.15499963671226,123.14500057607312,7,Other natural disturbances,Low,,Not applicable,Asia,5,Not applicable,no imagery available this early in the time series so no way to tell what's going on,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8794,54.17499868172688,38.26499978079392,2,Hard commodities,High,,Not applicable,Asia,5,Mining,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8795,54.19499998541794,87.0749999631372,2,Hard commodities,High,Logging,Medium,Asia,5,Mining,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8796,54.20499952092832,54.23499820343479,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8797,54.21499907993044,37.8650006049585,1,Permanent agriculture,High,,Not applicable,Asia,5,Agriculture,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8798,54.21499902878637,91.65499838378022,7,Other natural disturbances,Medium,,Not applicable,Asia,5,Not applicable,insect damage,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8799,54.21499906554832,110.17500061636308,4,Logging,Medium,,Not applicable,Asia,5,Not applicable,selective logging,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8800,54.22499859580941,101.36499859574424,8,Noise/non-forest,High,,Not applicable,Asia,5,Not applicable,non-forest,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8801,54.26500120075825,38.45499991337804,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8802,54.26500118953244,91.5349995252956,1,Permanent agriculture,Medium,,Not applicable,Asia,5,Agriculture,2012 trees cut and don't regrow ever so presumably maintained as ag,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8803,54.2850002462661,91.64500105970266,4,Logging,High,,Not applicable,Asia,5,Not applicable,selective logging,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8804,54.29499979578598,40.1650004700675,6,Settlements & infrastructure,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8805,54.29499979363094,124.80499902979942,5,Wildfire,Low,,Not applicable,Asia,5,Not applicable,"no imagery this early on in the time series, hard to tell ",Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8806,54.30499932175364,42.19500177466664,5,Wildfire,High,Logging,High,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8807,54.33500014649166,122.18500065125674,5,Wildfire,Low,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8808,54.3650009856895,86.76500100842162,2,Hard commodities,High,,Not applicable,Asia,5,Mining,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8809,54.3949995665519,101.92499923910307,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8810,54.39499958623785,110.32500029447912,4,Logging,Medium,,Not applicable,Asia,5,Not applicable,patterns consistent with logging but no imagery to confirm early loss,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8811,54.39499960867391,110.33499985427792,4,Logging,High,,Not applicable,Asia,5,Not applicable,selective logging,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8812,54.40499912837207,44.73499940196543,8,Noise/non-forest,High,,Not applicable,Asia,5,Not applicable,non-forest,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8813,54.404999105627425,110.31499856097022,4,Logging,Medium,,Not applicable,Asia,5,Not applicable,selective logging,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8814,54.425000415653095,35.304999491451916,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8815,54.43499993671511,127.04500171881708,2,Hard commodities,High,,Not applicable,Asia,5,Mining,gold mining,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8816,54.52500019809991,126.99499953891171,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8817,54.575000136508166,39.15500069755808,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8818,54.57500011823644,52.77499933679146,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8819,54.58499965520776,89.36500026855748,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8820,54.60499872289627,37.28500086706351,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8821,54.60499647447452,126.53500091215484,5,Wildfire,High,Commodity-driven deforestation,High,Asia,5,Mining,gold mining secondary,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8822,54.64499910387646,83.35500159236221,4,Logging,High,Settlements & infrastructure,High,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8823,54.69500121407485,83.61499836016627,1,Permanent agriculture,High,Commodity-driven deforestation,High,Asia,5,Agriculture,clearing forested field,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8824,54.72499981744224,93.61500070459822,4,Logging,High,,Not applicable,Asia,5,Not applicable,selective logging,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8825,54.734999354808465,59.98500011549862,4,Logging,Medium,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8826,54.74500110844978,83.02500134008072,7,Other natural disturbances,Medium,,Not applicable,Asia,5,Not applicable,possibly insect damage,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8827,54.77499970014318,55.945001032870145,6,Settlements & infrastructure,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8828,54.77499973603168,125.8649986800366,2,Hard commodities,High,,Not applicable,Asia,5,Mining,gold mining,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8829,54.784999256844905,126.81500124656172,2,Hard commodities,High,,Not applicable,Asia,5,Mining,gold mining,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8830,54.795001022372055,86.60499955014984,4,Logging,Low,,Not applicable,Asia,5,Not applicable,pine tree plantation,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8831,54.805000556341554,61.41500039491566,7,Other natural disturbances,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8832,54.83499913763313,52.3050011786819,6,Settlements & infrastructure,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8833,54.88499906345905,61.25500114688318,2,Hard commodities,High,,Not applicable,Asia,5,Mining,ore mining,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8834,54.914999881976506,59.81500131136732,4,Logging,Medium,,Not applicable,Asia,5,Not applicable,selective logging,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8835,54.9349989481573,83.17500103634556,6,Settlements & infrastructure,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8836,54.95500023014049,112.40500154039736,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8837,55.045000524668666,82.66500026800584,7,Other natural disturbances,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8838,55.05500005097943,82.61500039123572,4,Logging,Medium,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8839,55.084998662040285,72.36499858812255,7,Other natural disturbances,Medium,,Not applicable,Asia,5,Not applicable,insect damage,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8840,55.095000430990225,82.8649998792108,6,Settlements & infrastructure,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8841,55.095000418129864,158.98499851672858,1,Permanent agriculture,High,,Not applicable,Asia,5,Agriculture,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8842,55.1349985661685,41.865001503017,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8843,55.13499852208318,104.22499913774033,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8844,55.14500030029593,91.21500102148237,1,Permanent agriculture,Medium,Noise/non-forest,High,Asia,5,Agriculture,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8845,55.14500030545156,124.79500171959587,6,Settlements & infrastructure,High,Wildfire,High,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8846,55.175001163362936,158.95499997120663,8,Noise/non-forest,High,,Not applicable,Asia,5,Not applicable,non-forest,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8847,55.204999738239145,158.96499950154666,4,Logging,Low,Noise/non-forest,High,Asia,5,Not applicable,2016 might be forestry but hard to tell; 2012 loss is noise,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8848,55.21499927376396,158.97500123307515,4,Logging,Medium,,Not applicable,Asia,5,Not applicable,selective logging in 2016,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8849,55.24500013133687,37.81500069949561,6,Settlements & infrastructure,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8850,55.24500012391057,58.41499968972959,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8851,55.254999669030965,36.844999080031606,4,Logging,High,Commodity-driven deforestation,High,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8852,55.26499920317966,62.48499954573013,8,Noise/non-forest,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8853,55.33500037518008,65.36499919615731,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8854,55.36499898690376,65.45500165996474,6,Settlements & infrastructure,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8855,55.39499982142687,65.43500035339618,2,Hard commodities,High,,Not applicable,Asia,5,Energy,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8856,55.41499662690432,41.064998666217605,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8857,55.43500017526404,76.23499884629673,5,Wildfire,Low,,Not applicable,Asia,5,Not applicable,no imagery so hard to tell what's actually going on,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8858,55.47500055882875,125.75500162157098,5,Wildfire,High,Commodity-driven deforestation,High,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8859,55.485000068077085,65.12500144014554,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8860,55.5449994892576,37.35499985142721,6,Settlements & infrastructure,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8861,55.63499978573354,72.93500099299031,7,Other natural disturbances,Low,,Not applicable,Asia,5,Not applicable,no imagery available to clearly see what's going on ,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8862,55.65500105831272,36.36499913027863,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8863,55.675000140555404,127.76499933829784,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8864,55.79499900396116,49.36499991184712,6,Settlements & infrastructure,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8865,55.794999009140184,109.58499913431814,6,Settlements & infrastructure,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8866,55.82499985692213,49.265000166602874,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8867,55.82499984879337,84.82500000264945,7,Other natural disturbances,Low,,Not applicable,Asia,5,Not applicable,insect damage,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8868,55.8349993806078,94.91500036075904,2,Hard commodities,High,,Not applicable,Asia,5,Mining,coal mining,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8869,55.83499934914171,94.97499977085788,2,Hard commodities,High,,Not applicable,Asia,5,Mining,coal mining,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8870,55.91500010791189,48.65499952825175,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8871,55.91500010044597,97.99500173366044,2,Hard commodities,High,Settlements & infrastructure,High,Asia,5,Energy,power line,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8872,56.0050003781378,88.63500086919079,4,Logging,Medium,,Not applicable,Asia,5,Not applicable,selective logging,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8873,56.005000367719305,92.74499887124718,6,Settlements & infrastructure,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8874,56.01499988724634,92.72499982243606,6,Settlements & infrastructure,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8875,56.01499992654599,159.94499841018552,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8876,56.02499945054048,92.76500016410372,6,Settlements & infrastructure,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8877,56.035001180652664,58.60499973740748,4,Logging,High,Noise/non-forest,High,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8878,56.064999797663354,86.28500111937103,2,Hard commodities,High,,Not applicable,Asia,5,Mining,quartzite mining,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8879,56.105000162496175,37.08500125968931,6,Settlements & infrastructure,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8880,56.114999696075614,101.44499935195851,2,Hard commodities,High,Wildfire,High,Asia,5,Energy,power line,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8881,56.12499925221359,93.3749985198894,6,Settlements & infrastructure,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8882,56.124999253838475,98.2150004514958,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8883,56.13500099291065,111.72499973435592,4,Logging,Medium,Settlements & infrastructure,Medium,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8884,56.1450005438914,111.71500023104292,6,Settlements & infrastructure,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8885,56.14500053338059,111.7249997849052,6,Settlements & infrastructure,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8886,56.15500007407233,92.98500109830832,6,Settlements & infrastructure,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8887,56.174999124774594,107.46499978660395,6,Settlements & infrastructure,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8888,56.21499953723206,44.50499893158114,6,Settlements & infrastructure,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8889,56.235000782211074,162.53500036517764,8,Noise/non-forest,Medium,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8890,56.245000331758085,42.574999618269366,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8891,56.29500023666963,95.6350002116284,8,Noise/non-forest,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8892,56.30499976543694,47.15500032073634,5,Wildfire,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8893,56.30499976971127,92.98500105882088,7,Other natural disturbances,High,,Not applicable,Asia,5,Not applicable,insect damage,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8894,56.33500060774715,85.04500089283617,7,Other natural disturbances,High,Logging,High,Asia,5,Not applicable,insect damage,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8895,56.345000144134005,114.86499838065662,2,Hard commodities,Medium,Logging,High,Asia,5,Energy,power station,Russia,built_in_approx_russia_geometry,0,
training_2001_2025_v1_3.csv,csv,8896,56.47499853144433,84.82500000677967,4,Logging,High,,Not applicable,Asia,5,Not applicable,,Russia,built_in_approx_russia_geometry,0,
